name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
SKYBAGS Marvel Extra Deadpool RED School Backpack 23L,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/41OD+EHROGL._AC_UL320_.jpg,https://www.amazon.in/SKYBAGS-Marvel-Deadpool-School-Backpack/dp/B08425LY3F/ref=sr_1_1192?qid=1679218555&s=luggage&sr=1-1192,4.5,31,"₹1,999","₹2,800"
Rilekh Trekking Hiking Camping and Climbing Stick or Pole with Adjustable Height (Color May Vary),bags & luggage,Backpacks,https://m.media-amazon.com/images/I/51-9KufZ4jL._AC_UL320_.jpg,https://www.amazon.in/Rilekh-Trekking-Camping-Climbing-Adjustable/dp/B08ZMY9H5G/ref=sr_1_1193?qid=1679218555&s=luggage&sr=1-1193,3.4,30,₹850,"₹1,499"
The House of Tara Khaki Sturdy Canvas Casual Trekking Rucksack 20 litres Backpack for Men and Women (HTBR 04_Khaki),bags & luggage,Backpacks,https://m.media-amazon.com/images/I/810o8J-nywL._AC_UL320_.jpg,https://www.amazon.in/House-tara-Coated-Cotton-Backpack/dp/B018G8YJ22/ref=sr_1_1194?qid=1679218555&s=luggage&sr=1-1194,4.2,331,₹900,"₹1,299"
casual bagpack for girls and /collage/school/ragular used backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/51j4mdzWoOL._AC_UL320_.jpg,https://www.amazon.in/casual-bagpack-collage-ragular-backpack/dp/B0BS9B46YF/ref=sr_1_1195?qid=1679218555&s=luggage&sr=1-1195,,,₹899,"₹1,999"
"American Tourister Mia+ Polyester Mens Backpack (PINK, FREE SIZE)",bags & luggage,Backpacks,https://m.media-amazon.com/images/I/51AmGqypfyL._AC_UL320_.jpg,https://www.amazon.in/American-Tourister-Polyester-Mens-Backpack/dp/B0BH8PSVPT/ref=sr_1_1196?qid=1679218555&s=luggage&sr=1-1196,,,"₹1,685","₹2,200"
DIVYANSH COLLECTION Casual Backpack Bags For Women And Girls 7 L Backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/41cvBgZf9xL._AC_UL320_.jpg,https://www.amazon.in/DIVYANSH-COLLECTION-Casual-Backpack-Women/dp/B08JCJ95C6/ref=sr_1_1197?qid=1679218555&s=luggage&sr=1-1197,3.3,414,₹259,₹999
CarryPro Mojo Travel Laptop Backpack - 20L,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/71GKJDB+ZrL._AC_UL320_.jpg,https://www.amazon.in/CarryPro-Mojo-Travel-Laptop-Backpack/dp/B0BCKCZ3KT/ref=sr_1_1198?qid=1679218555&s=luggage&sr=1-1198,4.4,8,"₹2,299","₹3,999"
"Tzowla Laptop Backpack for Women, Carry on Backpack, Durable Water Resistant, Light Weight, Reinforced Edges and Steel Fra...",bags & luggage,Backpacks,https://m.media-amazon.com/images/I/71apGMmMRcL._AC_UL320_.jpg,https://www.amazon.in/Tzowla-Backpack-Bookbag-Shopping-Student-Black/dp/B097ZMV944/ref=sr_1_1199?qid=1679218555&s=luggage&sr=1-1199,4.6,410,"₹2,399","₹4,999"
Hp Premium Polyster and Nylon Green Trendsetter Backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/81EpWHcoElL._AC_UL320_.jpg,https://www.amazon.in/Premium-Polyster-Nylon-Trendsetter-Backpack/dp/B075ZPXFQR/ref=sr_1_1200?qid=1679218555&s=luggage&sr=1-1200,4.8,8,"₹1,290","₹2,000"
Wildcraft 20 Ltrs Champ 3 Monster Blue Casual Backpack (12368_Monster_Blue)(HxWxD : 15.5x11.5x6)(inches),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81vtueTqqWL._AC_UL320_.jpg,https://www.amazon.in/Wildcraft-Monster-Casual-Backpack-12368_Monster_Blue/dp/B0836SMCBH/ref=sr_1_2017?qid=1679218561&s=luggage&sr=1-2017,3.6,14,"₹1,299","₹1,349"
ZIPLINE Unisex Casual Polyester 36 L Blue Backpack School Bag Women Men Boys Girls College Bag,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81pzU5DU8KL._AC_UL320_.jpg,https://www.amazon.in/ZIPLINE-Unisex-Polyester-Backpack-College/dp/B09XN54QY1/ref=sr_1_2018?qid=1679218561&s=luggage&sr=1-2018,3.7,3,₹843,"₹1,999"
Phase Backpack II,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71PgKIWJc3S._AC_UL320_.jpg,https://www.amazon.in/Puma-77295-Phase-Backpack-II/dp/B081RSDZF6/ref=sr_1_2019?qid=1679218561&s=luggage&sr=1-2019,4.2,104,₹879,"₹1,299"
Double Face Grey Bunny Bag Soft Material School Bag For Kids Plush Backpack Cartoon Toy | Children's Gifts Boy/Girl/Baby/ ...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81xA8Ox5tpL._AC_UL320_.jpg,https://www.amazon.in/Material-Backpack-Cartoon-Childrens-Suitable/dp/B0BT7X7871/ref=sr_1_2020?qid=1679218561&s=luggage&sr=1-2020,,,₹179,₹499
Umiya Enterprise 22 ltrs (8 Cms) backpack(132_multi color),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51FQWmUR5HL._AC_UL320_.jpg,https://www.amazon.in/Umiya-Enterprise-Geometric-Holographic-Reflective/dp/B09RVCQMDM/ref=sr_1_2021?qid=1679218561&s=luggage&sr=1-2021,4.0,5,"₹1,495","₹2,399"
Topper Bags Denim Navy Blue 20 L School Casual College Laptop Backpack for Men and Women,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81aE5OLNtdL._AC_UL320_.jpg,https://www.amazon.in/Topper-Bags-School-College-Backpack/dp/B07ZMD5C1F/ref=sr_1_2022?qid=1679218561&s=luggage&sr=1-2022,4.1,118,₹720,"₹1,099"
MOBIUS Inspire 100% Waterproof DSLR Backpack Camera Bag with Rain Cover DSLR Camera with Lens (Lens-3 Nos) 18-55 55-250 7...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91VadwaUT5L._AC_UL320_.jpg,https://www.amazon.in/MOBIUS-Inspire-Waterproof-Backpack-Monopod/dp/B0BT9W612G/ref=sr_1_2023?qid=1679218561&s=luggage&sr=1-2023,,,"₹2,700","₹4,495"
COSMUS Laptop Backpack for Girls Donex 15.6 inch Girls Laptop Bag - Office Laptop Bag,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71U6+UL--xL._AC_UL320_.jpg,https://www.amazon.in/Cosmus-Polyester-29Litres-Laptop-Backpack/dp/B01J3EDY1A/ref=sr_1_2024?qid=1679218561&s=luggage&sr=1-2024,4.2,714,"₹1,084","₹1,799"
Vinsh Enterprise Sling Bag For Men Shoulder Crossbody Backpack Waterproof Sling Backpack Bag With USB Charging Port for Tr...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41PZ82jeuaL._AC_UL320_.jpg,https://www.amazon.in/Vinsh-Enterprise-Crossbody-Waterproof-Multicolor/dp/B0BW4LVNKD/ref=sr_1_2025?qid=1679218561&s=luggage&sr=1-2025,,,₹895,"₹1,495"
"Newera Protrident-Blk 40Ltrs, 41.5 cms Laptop Backpack",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91bkopkOlAL._AC_UL320_.jpg,https://www.amazon.in/Newera-Stylish-Travel-Laptop-Backpacks/dp/B07HQNZ341/ref=sr_1_2026?qid=1679218561&s=luggage&sr=1-2026,,,₹995,"₹3,178"
Adson Holographic Sequence Mermaid Backpack Light Weight Travel Mini Backpack (Purple),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/619PdFdZxvS._AC_UL320_.jpg,https://www.amazon.in/Holographic-Sequence-Mermaid-Backpack-Weight/dp/B093T1TKG2/ref=sr_1_2027?qid=1679218561&s=luggage&sr=1-2027,4.3,11,"₹1,495","₹1,999"
Vanguard Veo Select 45BF GR Photo Video Backpack Green,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71+y-r3pJ1L._AC_UL320_.jpg,https://www.amazon.in/Vanguard-Veo-Select-45BF-Backpack/dp/B0BH8WSZ7R/ref=sr_1_2028?qid=1679218561&s=luggage&sr=1-2028,,,"₹8,192","₹10,449"
"Krupa Enterprise 14x19(inch) Size D-Cut Cloth Carry Bag, Handle Bag, Shopping Bag, Daily use Bag, Gift Bag Completely Eco ...",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81P0ZiBMPLL._AC_UL320_.jpg,https://www.amazon.in/Krupa-Enterprise-Shopping-Completely-50/dp/B0924L97P1/ref=sr_1_2029?qid=1679218561&s=luggage&sr=1-2029,4.4,80,₹625,₹725
"Samsonite Locus Eco Polyester LP BP Backpack (BLACK, FREE SIZE)",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41lJNFZIljL._AC_UL320_.jpg,https://www.amazon.in/Samsonite-Locus-Polyester-Backpack-BLACK/dp/B0BPJGNK1K/ref=sr_1_2030?qid=1679218561&s=luggage&sr=1-2030,,,,"₹6,380"
The Clownfish Savannah 13 L Umber Brown Women's Backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/812cxFxB02L._AC_UL320_.jpg,https://www.amazon.in/Clownfish-Savannah-Umber-Womens-Backpack/dp/B07WVZZ8V7/ref=sr_1_2031?qid=1679218561&s=luggage&sr=1-2031,4.2,13,"₹1,999","₹3,990"
"Tzowla Travel Laptop Backpack, Anti-Theft, Water Resistant, USB Charging Port, Fixed Password Lock for Women Men, Busines...",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81CGfbtI1cS._AC_UL320_.jpg,https://www.amazon.in/Tzowla-Business-Backpack-Resistant-Backpacks/dp/B075SZQN9Q/ref=sr_1_2032?qid=1679218561&s=luggage&sr=1-2032,4.6,"27,350","₹2,899","₹5,999"
"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L)",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81qFg6Av7aL._AC_UL320_.jpg,https://www.amazon.in/EUME-Propine-Massager-Backpack-Charging/dp/B07XG935R9/ref=sr_1_2033?qid=1679218561&s=luggage&sr=1-2033,4.1,45,"₹3,079","₹4,289"
"Frantic Kids Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Baby/Boys/Girls Preschool, Picnic, Nursery",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51HFyhocDLL._AC_UL320_.jpg,https://www.amazon.in/Frantic-Cartoon-Velvet-Animal-Backpack/dp/B09L7WVCJ6/ref=sr_1_2034?qid=1679218561&s=luggage&sr=1-2034,4.0,245,₹439,"₹1,199"
Mobius 100% Trendsetter Pro Waterproof SLR / DSLR Backpack With Rain Cover |DSLR Camera With Lens 18 135 Lens 3 Nos 70-200...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/A1tyvFHWWiS._AC_UL320_.jpg,https://www.amazon.in/MOBIUS-TRENDSETTER-WATERPROOF-BACKPACK-15-4Inches/dp/B09929HB9T/ref=sr_1_2035_mod_primary_new?qid=1679218561&s=luggage&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2035,4.0,38,"₹3,499","₹3,990"
Icemart Red Women Backpack Pack of 1,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Ba7nlKhVL._AC_UL320_.jpg,https://www.amazon.in/Icemart-Red-Women-Backpack-Pack/dp/B08GCSBZ2Y/ref=sr_1_2036?qid=1679218561&s=luggage&sr=1-2036,3.5,50,₹499,₹999
"PICCO MASSIMO Leather Laptop Backpacks, Multiple Separate Compartments, Compatible Laptop Size - 17 inch, Padded Back Pane...",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91+jUeW-r0L._AC_UL320_.jpg,https://www.amazon.in/PICCO-MASSIMO-Backpacks-Compartments-Compatible/dp/B08YZ1ZKT9/ref=sr_1_2037?qid=1679218561&s=luggage&sr=1-2037,3.5,12,"₹2,549","₹8,999"
F Gear Raider 30 Liter Backpack with Rain Cover (Prussian Blue),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91KlZJmfpGL._AC_UL320_.jpg,https://www.amazon.in/F-Gear-Raider-Backpack-Prussian-Blue/dp/B07HNLMXYQ/ref=sr_1_2038?qid=1679218561&s=luggage&sr=1-2038,4.3,77,₹935,"₹1,980"
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51tVlE4Fz7L._AC_UL320_.jpg,https://www.amazon.in/SAFARI-Casual-College-Backpack-DAYPACKNEO15CBSEB/dp/B08DV34WHS/ref=sr_1_2039?qid=1679218561&s=luggage&sr=1-2039,4.1,"2,003","₹4,298","₹11,399"
Swiss Military 25 Ltrs Grey Casual Backpack with Combo Offer,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91UdQ6ikHqL._AC_UL320_.jpg,https://www.amazon.in/Swiss-Military-Casual-Backpack-LBP73/dp/B07RS7HMGC/ref=sr_1_2040?qid=1679218561&s=luggage&sr=1-2040,3.7,12,,"₹1,469"
"Bellveen Shining Transperent 10L Waterproof Outdoor Ocean Pack Swimming Dry Bag for Travelling, Camping, Hiking, Rafting |...",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/417nPFuXl6L._AC_UL320_.jpg,https://www.amazon.in/Bellveen-Transperent-Waterproof-Swimming-Travelling/dp/B09YHKQ47Q/ref=sr_1_2041?qid=1679218561&s=luggage&sr=1-2041,3.0,1,₹399,₹999
GATUDI ART CRAFT Goat Leather Material Laptop/travel/casual Backpack For Men And Women (Coffee Color),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91vZF+y8wjL._AC_UL320_.jpg,https://www.amazon.in/Art-Craft-Leather-Material-Backpack/dp/B09G46DMHV/ref=sr_1_2042?qid=1679218561&s=luggage&sr=1-2042,,,,
Folklore Antique Vintage Genuine Leather Unisex Handmade Pure Leather Satchel Backpack for Men Handmade Laptop Drawstring ...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71QKUoBuEZL._AC_UL320_.jpg,https://www.amazon.in/Folklore-Handmade-Backpack-Drawstring-Messenger/dp/B08X4C9BZ6/ref=sr_1_2043?qid=1679218561&s=luggage&sr=1-2043,,,"₹2,999","₹4,398"
"AJB Travel Folding Bag |Outdoor Bag Pack Foldable | Travel Folding Bag Organizer for Picnic, Beach, Mountaineering, Gym, |...",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31zYuzDrF9L._AC_UL320_.jpg,https://www.amazon.in/Anii-Organizer-Mountaineering-Waterproof-Multipurpose/dp/B07G9CLGBW/ref=sr_1_2044?qid=1679218561&s=luggage&sr=1-2044,,,₹419,₹599
Glocal Store More|Stripes Forever Casual Backpack 40 Ltrs | Lightweight Backpack for School and Travelling. (Yellow & Green),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61H76YAGMFL._AC_UL320_.jpg,https://www.amazon.in/Glocal-Stripes-Backpack-Lightweight-Travelling/dp/B08S3X7MW9/ref=sr_1_2045?qid=1679218561&s=luggage&sr=1-2045,,,,₹600
MOBIUS Eye Q Pro 100% Waterproof DSLR/SLR Black Backpack Camera Bag With Rain Cover |DSLR/SLR With Lens And Flash Charger...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/919E2MuD7IL._AC_UL320_.jpg,https://www.amazon.in/MOBIUS-PRO-WATERPROOF-BACKPACK-CAMERA/dp/B098XMP5V4/ref=sr_1_2046?qid=1679218561&s=luggage&sr=1-2046,4.7,4,"₹6,100","₹9,995"
Dhariwal 27 Ltrs Backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/A14VQYbe8bL._AC_UL320_.jpg,https://www.amazon.in/Dhariwal-Unisex-Backpack-BP-208-Teal/dp/B07X3V3CVZ/ref=sr_1_2047?qid=1679218561&s=luggage&sr=1-2047,3.7,30,,₹960
Nasher Miles Marathoner 3 Way Navy Blue Laptop Backpack/Messenger/Shoulder Bag,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71D1FEJo7eL._AC_UL320_.jpg,https://www.amazon.in/Nasher-Miles-Marathoner-Way-Blue/dp/B079ZYGQFS/ref=sr_1_2048?qid=1679218561&s=luggage&sr=1-2048,4.4,126,,"₹1,967"
F Gear Arigato Melange 32 Ltrs Laptop Backpack,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91B9uIeqkQL._AC_UL320_.jpg,https://www.amazon.in/F-Gear-Arigato-Melange-Laptop-Backpack/dp/B084S5SRXM/ref=sr_1_2049?qid=1679218561&s=luggage&sr=1-2049,4.3,105,₹926,"₹2,180"
Arctic Fox Zoo Dark Denim School Backpack for Boys and Girls,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/712aJsrLDZL._AC_UL320_.jpg,https://www.amazon.in/Arctic-Fox-Black-School-Backpack/dp/B0BWNGJ71Y/ref=sr_1_2050?qid=1679218561&s=luggage&sr=1-2050,,,"₹1,039","₹1,299"
"F Gear Tigris Marpat WL 15 Ltrs Laptop Backpack (3832), M",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81dRroFGJBS._AC_UL320_.jpg,https://www.amazon.in/Gear-Tigris-Marpat-Laptop-Backpack/dp/B097K7FRCF/ref=sr_1_2051?qid=1679218561&s=luggage&sr=1-2051,5.0,1,₹676,"₹1,990"
Dhariwal Unisex Triple Compartment Backpack for Outing/Hiking/Trekking/Weekender 46L BP-230 (Grey),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91geIkIii4L._AC_UL320_.jpg,https://www.amazon.in/Dhariwal-Compartment-Backpack-Weekender-BP-230/dp/B09B3DH1TD/ref=sr_1_2052?qid=1679218561&s=luggage&sr=1-2052,3.8,26,"₹1,290","₹1,540"
Wenger Reload 14 Inch (11 Litre) Black Laptop Backpack Swiss Designed - 601068,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71jm30MQ+pL._AC_UL320_.jpg,https://www.amazon.in/WENGER-Reload-Black-Travel-Bag/dp/B01BE1G638/ref=sr_1_2053?qid=1679218561&s=luggage&sr=1-2053,4.4,169,"₹4,626","₹5,140"
Eurostyle Stylish Brown/Beige Canvas 14 Liters Casual Backpack Bag (12004),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71oPLqwcq+L._AC_UL320_.jpg,https://www.amazon.in/Eurostyle-12004-Canvas-Khaki-Backpack/dp/B00MFM0326/ref=sr_1_2054?qid=1679218561&s=luggage&sr=1-2054,4.4,3,₹951,"₹2,115"
"Afco Bags 50 litres Waterproof Travelling Trekking Backpack for Men Women ,Boys and Girls (Polyester, Black)",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81h4gHJ2ofL._AC_UL320_.jpg,https://www.amazon.in/Afco-Waterproof-Travelling-Trekking-Polyester/dp/B09RMZHSNW/ref=sr_1_2055?qid=1679218561&s=luggage&sr=1-2055,3.1,8,₹599,"₹1,199"
AFN Fashion 55 Liters Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81g-cwWyDJL._AC_UL320_.jpg,https://www.amazon.in/AFN-Fashion-Liters-backpack-Backpack/dp/B09C3JHGZN/ref=sr_1_2056?qid=1679218561&s=luggage&sr=1-2056,3.6,49,₹674,"₹2,499"
Tommy Hilfiger Summer Unisex Polyester 15 inch Laptop Backpack Orange,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ZhJADZecL._AC_UL320_.jpg,https://www.amazon.in/Tommy-Hilfiger-Summer-Polyester-Backpack/dp/B0BLNMS6G5/ref=sr_1_2057?qid=1679218561&s=luggage&sr=1-2057,4.0,1,,"₹2,404"
BEAUTY GIRLS BY HOTSHOT1555|School Bag|Tuition Bag|College Backpack|ForGirls&Women|Kids UPTO 6 YRS Only |17Inch|20L Waterp...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71spbjDrloL._AC_UL320_.jpg,https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT1555-Backpack-Waterproof/dp/B0BG32ZBVB/ref=sr_1_2058?qid=1679218561&s=luggage&sr=1-2058,3.1,6,₹599,₹999
"Skybags Offroader Nx Polyester Mens Laptop Backpack (GREY, FREE SIZE)",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51eWnAETtRL._AC_UL320_.jpg,https://www.amazon.in/Skybags-Offroader-Polyester-Laptop-Backpack/dp/B0BPMLM19G/ref=sr_1_2059?qid=1679218561&s=luggage&sr=1-2059,,,"₹1,660","₹2,200"
QBLYN Pop Fidget Backpack for Girls Pop Purse Shoulder Bag Pop Toy Party Favors Fidget Bag Gift for Kids School Birthday P...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51u8+ZD70QL._AC_UL320_.jpg,https://www.amazon.in/QBLYN-Fidget-Backpack-Shoulder-Birthday/dp/B09W2NHP85/ref=sr_1_2060?qid=1679218561&s=luggage&sr=1-2060,,,₹599,₹999
Pure Hemp Basic Multipurpose Hand Bag Cum Tablet Bag (Beige),bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41Chc4+by+L._AC_UL320_.jpg,https://www.amazon.in/Pure-Basic-Multipurpose-Tablet-Beige/dp/B08XY4ML3R/ref=sr_1_2061?qid=1679218561&s=luggage&sr=1-2061,,,₹399,₹599
BEAUTY GIRLS By HOTSHOT || Small 15 Liter Girls bag ||Girls college bag || Girls school bag || Girls Tution bag || Girls b...,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/616LK68It+L._AC_UL320_.jpg,https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-Waterproof-Backpack/dp/B09VDQY49W/ref=sr_1_2062?qid=1679218561&s=luggage&sr=1-2062,3.8,14,₹429,₹649
"Puma Unisex-Adult Plus Backpack II, Sunset Pink (7839111)",bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/814K-4qHHVL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Adult-Backpack-Sunset-7839111/dp/B0B3F3XX3C/ref=sr_1_2063?qid=1679218561&s=luggage&sr=1-2063,4.5,2,"₹1,149","₹1,499"
Scuba Diving Swimming Snorkeling Mask Fins Goggles Wetsuit Gear Storage Mesh Bag Backpack & Shoulder Strap,bags & luggage,Backpacks,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hLzCy4shL._AC_UL320_.jpg,https://www.amazon.in/Swimming-Snorkeling-Goggles-Backpack-Shoulder/dp/B0917BWSR6/ref=sr_1_2064?qid=1679218561&s=luggage&sr=1-2064,,,"₹1,161","₹2,090"
"Lenovo Backpack- 32.50 cm, Black",bags & luggage,Backpacks,https://m.media-amazon.com/images/I/61D+t4u4G8L._AC_UL320_.jpg,https://www.amazon.in/Lenovo-Laptop-Everyday-Backpack-B510/dp/B07GFGZFBC/ref=sr_1_2161?qid=1679218563&s=luggage&sr=1-2161,3.8,98,₹890,"₹1,590"
Tommy Hilfiger Sargi Unisex Polyester 15 Inch Laptop Backpack Navy,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/61FDi8JctvL._AC_UL320_.jpg,https://www.amazon.in/Tommy-Hilfiger-Unisex-Polyester-Backpack/dp/B0BJ6RT1PY/ref=sr_1_2162?qid=1679218563&s=luggage&sr=1-2162,,,"₹2,404","₹3,699"
"ThinkTank MindShift Backlight® 26L Photo Daypack, Charcoal",bags & luggage,Backpacks,https://m.media-amazon.com/images/I/51ZUidh01RL._AC_UL320_.jpg,https://www.amazon.in/MindShift-Backlight-Backpack-DSLR-Camera/dp/B01603DZ2U/ref=sr_1_2163_mod_primary_new?qid=1679218563&s=luggage&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2163,4.9,132,"₹18,299","₹20,990"
PREMVATI Travel Crossbody Backpack Shoulder Chest Bag Lightweight for Men Women | 7.87 X 5.51 X 9.87 Inch | Brown,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/61T+JsWTbKL._AC_UL320_.jpg,https://www.amazon.in/PREMVATI-Crossbody-Backpack-Shoulder-Lightweight/dp/B0B64DL63C/ref=sr_1_2164?qid=1679218563&s=luggage&sr=1-2164,,,₹975,"₹2,299"
Wooum 33 L Casual Water Resistance Laptop Bag / Backpack for Men Women Boys Girls / Office School College Teens & Students...,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/81SNe2DVEhL._AC_UL320_.jpg,https://www.amazon.in/Wooum-Resistance-Backpack-Students-Compartment/dp/B0BMGS7XCZ/ref=sr_1_2165?qid=1679218563&s=luggage&sr=1-2165,3.9,8,₹474.05,"₹1,499"
Smith & Blake Luxurious Backpack Laptop Bag Black Canvas & Tan Leatherette Styling | Fits Upto 15.6 inch Laptop | Water Re...,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/81MJnpa3uGL._AC_UL320_.jpg,https://www.amazon.in/Smith-Blake-Luxurious-Black-Leatherette/dp/B0BRY87Z1C/ref=sr_1_2166?qid=1679218563&s=luggage&sr=1-2166,,,"₹3,999","₹7,999"
Casual Travel Bag 29 L Laptop Backpack (Red),bags & luggage,Backpacks,https://m.media-amazon.com/images/I/71yLeYd2slL._AC_UL320_.jpg,https://www.amazon.in/Casual-Travel-Bag-Laptop-Backpack/dp/B085871RZN/ref=sr_1_2167?qid=1679218563&s=luggage&sr=1-2167,4.0,2,₹649,"₹1,999"
Tommy Hilfiger Rex Unisex Polyester 15 Inch Laptop Backpack Navy+White+Red,bags & luggage,Backpacks,https://m.media-amazon.com/images/I/51Hbodb1PZL._AC_UL320_.jpg,https://www.amazon.in/Tommy-Hilfiger-Unisex-Polyester-Backpack/dp/B0BDSF49NY/ref=sr_1_2168?qid=1679218563&s=luggage&sr=1-2168,,,"₹3,149","₹4,499"
